index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
298,Whisky Cocktail Mixers - 100% Natural,Gourmet & World Food,Drinks & Beverages,Swa Artisanal Syrups,1200,1200,Gourmet Juices & Drinks,,"Swa Artisanal Syrups Lychee Lemon Syrup - Makes 8-10 Drinks 250 ml +Swa Artisanal Syrups Orange Mint Syrup - Makes 8-10 Drinks 250 ml + Swa Artisanal Syrups Passion Fruit Tea Syrup - Makes 8-10 Drinks 250 ml + Swa Artisanal Syrups Pineapple Bird's Eye Chili Syrup - Makes 8-10 Drinks 250 ml
100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
A delicious signature blend, Lychee Lemon, is the crown of Summer. Our Lychees do come from Muzaffarpur, and we have the pulp frozen and stored for a year so that this syrup can be made accessible all year round. If food technology has developed, we should make use of it. No need to rely on preservatives, which we know for a fact, are harmful to our bodies. 100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Kids love this one. These are especially amazing as they are Indian Oranges grown widely in Rajasthan, bursting with robust flavour. We evaporate the orange juice in a vacuum for minimal loss of nutrients and flavour. We use Orange Juice, some mint, lemon juice and sugar to get this perfectly balanced, natural Swa Orange Mint Syrup syrup to you. 100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
A perfect balance of Assam and Darjeeling tea blend, brewed to perfection. Has just the right bitter notes from the tannins. Passionfruit is from Coorg/Malnad, Kerala depending upon the season. 100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours.
Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Pineapple Bird’s eye chilli will uplift anybody's spirit. It’s perfectly balanced for all the flavours to come through and shine. There is something about Pineapple that is so universal that it becomes an instant hit. This is one fruit that has been used and abused, and no matter how you treat it, it still perks up any dish it touches. The sweet, tart and astringency of pineapple need a touch of spice to balance it out, leaving you a near-perfect combo to write home about."
299,Family Sunscreen Lotion SPF 25,Beauty & Hygiene,Skin Care,INATUR ,273,420,Face Care,1,"Family Sunscreen SPF 25 is an innovative sun protection lotion for the entire family {safe for kids too} with a cream base that protects with advanced broad spectrum. It provides an ultra-light and non-shiny finish.It is non-comedogenic, non-irritant, water resistant and can be used as a base before makeup. It contains the goodness of Aloe Vera - that is a natural UV inhibitor with a hydrating effect, Benzophenone 3 - provides UVB protection, Carrot extracts - an anti-inflammatory that soothes chapped and uncomfortable skin, retains moisture in the skin, Ethylexyl Methoxycinnamate - provides protection from UVB rays, Butyl Mehoxydibenzalemethane - protects from UVA rays, Honey - an anti-oxidant that protects from sun damage, Liquorice - prevents tan and brings fairness, Sandalwood - anti-inflammatory and natural sunscreen."
300,Japanese Cooking Rice-Wine,Gourmet & World Food,Oils & Vinegar,Urban Platter,475,500,Flavoured & Other Oils,1,"Urban Platter Japanese Cooking Rice-Wine, 500ml [all natural & traditional cooking rice wine seasoning] contains water, rice, corn syrup, alcohol, rice koji. It adds sheen to foods. It is made from short-grain rice and glutinous rice, and then sweetened. Urban Platter - simply good food"
301,Coated Green Peas - Wasabi,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,93.5,110,Roasted Seeds & Nuts,4.1,"The Wasabi Coated Green Peas has a smooth & delicate flavours that will make you come back for more. They are generously coated in a flavoursome batter, an added bonus to an already addictive snack. When you're hungry and in a hurry, reach for one of these quick, easy and nutritious snack. The product is highly rich in fibre and proteins. It is also 100% vegeterian and cholestrol free which makes it a super healthy snack to munch on at any time of the day! It is also made with premium quality ingredients so that you dont have to compromise with taste and quality."
302,Charminar Basmati Rice/Basmati Akki - Select,"Foodgrains, Oil & Masala",Rice & Rice Products,Kohinoor,399,569,Basmati Rice,3.9,"Charminar Select Basmati Rice is a tribute to the rich flavours of Nizami cuisine. Its long and delicate grains are processed with the expertise to preserve their distinct aroma and exceptional flavour ensuring that every dish you cook has the touch of royalty. So, go ahead and make something that will be remembered forever."
303,Hide & Seek Choco Rolls,Snacks & Branded Foods,Biscuits & Cookies,Parle,37.5,50,Cream Biscuits & Wafers,4.3,"First of its kind chocolate chip cookies in India, Hide & Seek was launched in 1996 - best known today for its rich chocolaty experience. Available in Chocolate chip and Caffe Mocha flavours."
304,"Hair Fall Control Kit - Oil, Shampoo & Serum",Beauty & Hygiene,Hair Care,Dr Batra's ,630,1050,Shampoo & Conditioner,5,"Dr Batra’s Hair Fall Control Kit contains products that prevent hair fall and strengthen roots resulting in thicker, stronger and fuller Hair. Dr Batra’s Hair Fall Control Kit contains Hairfall Control Oil, Hairfall Control Shampoo and Hair fall control Serum."
305,"Anti-Acne Face Cleanser - With Salyclic Acid, For Oily Skin",Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,236,295,Face & Body,3,"A deep cleansing formulation with anti-bacterial properties for complete and balanced skincare for acne-prone skin. Removes dust, pollution and excess oil without leaving your skin dry. Contains Salicylic acid, Vitamin C, Enriched Pea protein, Acai extracts and Wheat protein. Paraben and Sulphate free."
306,Gluten-Free Moong Dal Cheela/Dosa Mix,Gourmet & World Food,Cooking & Baking Needs,Graminway,259,259,Flours & Pre-Mixes,4.2,"Graminway Protein Daal Cheela is a power-packed cheela made of healthy moong dal and flavoured with natural spices. At Graminway, we believe that everyone deserves to live a full and healthy life. The intake of our food supplements will provide a good foundation for a healthy lifestyle. We are committed to providing the highest quality products at an affordable price. We are a company with a purpose beyond profit and want to make a lasting difference in the World. We aim to provide clean, natural, and healthy products without compromising on the flavours and taste. We produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep."
307,Milk Boiler - Aluminium,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,549,732,Cook And Serve,2.5,This milk pan is ideal for heating milk and making tea. The sleek pan is highly durable and is easy to cook and clean. So go grab this cookware to make your cooking an easy fun job. It helps you keep your food tasty yet healthy.
308,"Green Tea - Pure, Bio-Degradable",Gourmet & World Food,Drinks & Beverages,Tealia,297,297,Gourmet Tea & Tea Bags,,"A selection of carefully crafted, finely balanced pure Ceylon artisan tea blends, Tealia provides customers with the highest quality of natural Ceylon green tea."
309,Cube Storage Glass Jar,"Kitchen, Garden & Pets",Storage & Accessories,Treo,249,370,Containers Sets,4.4,"Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. These square-shaped jars from Treo by Milton allow you to store any item for kitchen use. This transparent jar from Treo by Milton offers you a direct and unobstructed view of what it holds inside. The clarity of the glass makes it look appealing as well. The unique square shape of the compact jar allows you to store it conveniently on any shelf without wasting any space. You can easily pack multiple units on a single shelf to utilise every corner. The threaded lid allows a secure closure that is resistant to leakage. The steel-finish framing around the lid offers a classy look. These jars from Treo by Milton sport a unique lid design that has a see-through top. This functional design allows one to view the content of the jar from above. These airtight, leak-proof jars allow you to store all your kitchen items safely. These jars are ideal for storing spices, nuts, pickles, and more. The glass surface can easily be labelled with a sticker. Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. Treo has the largest assortment of storage products for all needs. We have everything from stylish bottles in various shapes to suit your style to a large variety of fridge containers, jars and canisters. Your kitchen and fridge will never look the same again! The glass is here to promise you to have the best time every day! Serving good food and drinks with finesse is an art befitting a connoisseur. Delight your guests and family with the largest range of dinnerware, jugs, bowl and an extraordinary range of tumblers and mugs. Live the good life everyday with the beautiful assortment of Treo serve-ware. Explore our vast range of cookware sourced from the finest furnaces across the world. From die-cast non-stick aluminium range to bakeware to 100% fire-clay cookware, we have it all and more. Cooking will never be the same again! Live the good life every day where cooking becomes a delight with the beautiful yet functional products from Treo."
310,M1 Perfume Spray - For Men,Beauty & Hygiene,Fragrances & Deos,Engage,231,420,Men's Deodorants,4.3,"Engage M1 Perfume Spray for Men. It has the fragrance of fresh citrus and spice that gives you long lasting aroma. It gives you protection against bad odour for a long time. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray."
311,Tulsi Mulethi Green Tea,Gourmet & World Food,Drinks & Beverages,Karma Kettle,300,300,Gourmet Tea & Tea Bags,,"A stress-relieving tea that will leave you energized and refreshed. This immunity-boosting tea helps keep common cough and cold at bay, improves digestion and is a natural mood uplifter. Enjoy the goodness of a certified organic tea.A delightful herbal aroma and taste of warm tulsi layered with sweet notes. Licorice adds a sweet touch to the finish."
312,Nicer Dicer,"Kitchen, Garden & Pets",Kitchen Accessories,IRICH,475,1195,Choppers & Graters,2.6,"Irich 12 in 1 Nicer Dicer made with High Grade ABS plastic material. It ideals with all kind of vegetable and fruit. It is a fastest, safest and easiest way to chop or dice fruits, vegetables & more. It is easy and very convenient to use. It is made of high quality stainless steel blade. Ideal for Potato, Onion, Carrots, Cucumber, Pineapple, Apple and many more fruits and vegetables, manual chopper. Salient Features ABS Plastic, Heavy duty & long life, Easy for fitting, Stainless Steel blade, Easy to use and clean"
